filename,text,phonemized_text,duration,speaker,gender,language
sample_0010.wav,"Bố Atticus nói có, nhưng là trước khi tôi ra đời kia.","bˈoɜ  ˈatɪkəs  nˈɔɜj  kˈɔɜ,  ɲˌyŋ  lˌaː2  tʃˈyəɜc  xˌi  t̪ˈoj  ɹˈaː  ɗˈəː2j  kˈiə. ",3.859999895095825,capybara1812_0065,male,vi
sample_0011.wav,"Kết quả là, hầu hết những ai đã nhìn tấm hình cô gái lúc đầu thì cũng thấy cô gái trên màn hình.","kˈeɜt̪  kwˈaː4  lˌaː2,  hˈə2w  hˈeɜt̪  ɲˌy5ŋ  ˈaːj  ɗˌaː5  ɲˈi2n  t̪ˈəɜm  hˈi2ɲ  kˈo  ɣˈaːɜj  lˌuɜc  ɗˈə2w  tˌi2  kˈu5ŋ  tˈəɪɜ  kˈo  ɣˈaːɜj  tʃˈen  mˈaː2n  hˈi2ɲ. ",5.360000133514404,jellyfish1010_0044,male,vi
sample_0012.wav,"Mỗi một đô la chi trả cho chi phí quảng cáo, trả lương, mua nguyên vật liệu, phân phối sản phẩm, xây dựng trang web và mọi thứ khác chúng ta làm, đều phải mang lại lợi nhuận nhiều hơn một đô la.","mˌo5j  mˈo6t̪  ɗˈo  lˈaː  tʃˈi  tʃˈaː4  tʃˌɔ  tʃˈi  fˈiɜ  kwˈaː4ŋ  kˈaːɜw,  tʃˈaː4  lˈyəŋ,  mˈuə  ŋwˈiɛn  vˈə6t̪  lˈiɛ6w,  fˈən  fˈoɜj  sˈaː4n  fˈə4m,  sˈəɪ  zˈy6ŋ  tʃˈaːŋ  wˈɛb  vˌaː2  mˌɔ6j  tˈyɜ  xˈaːɜc  tʃˈuɜŋ  t̪ˈaː  lˈaː2m,  ɗˈe2w  fˌaː4j  mˈaːŋ  lˈaː6j  lˈəː6j  ɲwˈə6n  ɲˈiɛ2w  hˈəːn  mˈo6t̪  ɗˈo  lˈaː. ",11.289999961853027,capybara1812_0068,male,vi
sample_0013.wav,"Wolf lại mời tới một người bạn, tên là John Bruhn, một nhà xã hội học ở Oklahoma để giúp đỡ ông.","wˈʊlf  lˈaː6j  mˈəː2j  t̪ˌəːɜj  mˈo6t̪  ŋˈyə2j  bˈaː6n,  t̪ˈen  lˌaː2  ʒˈɔhn  bzˈuhn,  mˈo6t̪  ɲˈaː2  sˈaː5  hˈo6j  hˈɔ6k  ˈəː4  ˈɔ kˈaː ˈɛləː2 ˈaː hˈaɜt ˈɔ ˈɛməː2 ˈaː  ɗˌe4  zˈuɜp  ɗˈəː5  ˈoŋ. ",6.289999961853027,jellyfish1010_0009,male,vi
sample_0014.wav,"Dường như tâm trí nó lúc này không dành cho việc kiếm tìm thức ăn, mà cũng chẳng màng đến những chuyện hỉ nộ ái ố của các bên hàng xóm.","zˈyə2ŋ  ɲˌy  t̪ˈəm  tʃˈiɜ  nˈɔɜ  lˌuɜc  nˈa2j  xˌoŋ  zˈe-2ɲ  tʃˌɔ  vˈiɛ6c  kˈiɛɜm  t̪ˈi2m  tˈyɜc  ˈan,  mˌaː2  kˈu5ŋ  tʃˌa4ŋ  mˈaː2ŋ  ɗˌeɜn  ɲˌy5ŋ  tʃwˈiɛ6n  hˈi4  nˈo6  ˈaːɜj  ˈoɜ  kˌuə4  kˌaːɜc  bˈen  hˈaː2ŋ  sˈɔɜm. ",8.84000015258789,capybara1812_0060,male,vi
sample_0015.wav,Chúng ta không biết liệu căn nhà mình sở hữu có bị nấm mốc hay bị cây cối đổ trúng không.,tʃˈuɜŋ  t̪ˈaː  xˌoŋ  bˈiɛɜt̪  lˈiɛ6w  kˈan  ɲˈaː2  mˈi2ɲ  sˈəː4  hˈi5w  kˈɔɜ  bˌi6  nˈəɜm  mˈoɜk  hˈaj  bˌi6  kˈəɪ  kˈoɜj  ɗˈo4  tʃˈuɜŋ  xˌoŋ. ,5.570000171661377,jellyfish1010_0032,male,vi
sample_0016.wav,Chúng ta không nên tự dối mình rằng các tường thuật lịch sử theo cách làm phổ biến bây giờ không phải là việc phục dựng theo trật tự hồi cố.,tʃˈuɜŋ  t̪ˈaː  xˌoŋ  nˌen  t̪ˈy6  zˈoɜj  mˈi2ɲ  ɹˈa2ŋ  kˌaːɜc  t̪ˈyə2ŋ  twˈə6t̪  lˈi6c  sˈy4  tˈɛw  kˈe-ɜc  lˈaː2m  fˈo4  bˈiɛɜn  bˈəɪ  zˈəː2  xˌoŋ  fˌaː4j  lˌaː2  vˈiɛ6c  fˈu6c  zˈy6ŋ  tˈɛw  tʃˈə6t̪  t̪ˈy6  hˈo2j  kˈoɜ. ,7.889999866485596,capybara1812_1063,female,vi
sample_0017.wav,"Sáng hôm sau, ông già nói với nhà Thénardier.","sˈaːɜŋ  hˈom  sˈaw,  ˈoŋ  zˈaː2  nˈɔɜj  vˌəːɜj  ɲˈaː2  θˈeɪnədiə. ",3.1600000858306885,capybara1812_1056,female,vi
sample_0018.wav,Tức là cái học chương cú ít có cái tư tưởng siêu việt.,t̪ˈyɜc  lˌaː2  kˌaːɜj  hˈɔ6k  tʃˈyəŋ  kˈuɜ  ˈiɜt̪  kˈɔɜ  kˌaːɜj  t̪ˈy  t̪ˈyə4ŋ  sˈiɛw  vˈiɛ6t̪. ,3.880000114440918,capybara1812_0067,male,vi
sample_0019.wav,"Còn những 18 tầng nhà phía dưới, rồi anh vội vã bước qua mặt ông Jenkins, người gác cổng tòa nhà, và thông báo với ông rằng anh sẽ trở về vào ngày mai.","kˌɔ2n  ɲˌy5ŋ  mˈyə2j  t̪ˈaːɜm  t̪ˈə2ŋ  ɲˈaː2  fˈiəɜ  zˈyəɜj,  ɹˈo2j  ˈe-ɲ  vˈo6j  vˈaː5  bˈyəɜc  kwˈaː  mˈa6t̪  ˈoŋ  dʒˈɛŋkɪnz,  ŋˈyə2j  ɣˈaːɜc  kˈo4ŋ  t̪wˈaː2  ɲˈaː2,  vˌaː2  tˈoŋ  bˈaːɜw  vˌəːɜj  ˈoŋ  ɹˈa2ŋ  ˈe-ɲ  sˌɛ5  tʃˈəː4  vˈe2  vˈaː2w  ŋˈa2j  mˈaːj. ",9.630000114440918,capybara1812_0005,male,vi
sample_0020.wav,"Điều tôi muốn truyền tải là chúng ta có thể có đời sống chăn gối cuồng nhiệt hơn, vui vẻ hơn, thậm chí tình dục phù phím nếu chúng ta ít bị kiềm chế bởi thiên hướng dân chủ của nền văn hóa chúng ta trong phòng ngủ.","ɗˈiɛ2w  t̪ˈoj  mˈuəɜn  tʃwˈiɛ2n  t̪ˈaː4j  lˌaː2  tʃˈuɜŋ  t̪ˈaː  kˈɔɜ  tˈe4  kˈɔɜ  ɗˈəː2j  sˈoɜŋ  tʃˈan  ɣˈoɜj  kˈuə2ŋ  ɲˈiɛ6t̪  hˈəːn,  vˈuj  vˈɛ4  hˈəːn,  tˈə6m  tʃˈiɜ  t̪ˈi2ɲ  zˈu6c  fˈu2  fˈiɜm  nˌeɜw  tʃˈuɜŋ  t̪ˈaː  ˈiɜt̪  bˌi6  kˈiɛ2m  tʃˈeɜ  bˌəː4j  tˈiɛn  hˈyəɜŋ  zˈən  tʃˈu4  kˌuə4  nˈe2n  vˈan  hwˈaːɜ  tʃˈuɜŋ  t̪ˈaː  tʃˈɔŋ  fˈɔ2ŋ  ŋˈu4. ",13.3100004196167,jellyfish1010_1021,female,vi
sample_0021.wav,"Vì thế, sau hơn một thập kỷ nghiên cứu và phân tích mới, chúng tôi đã có được hiểu biết sâu sắc hơn về những yếu tố cần thiết để thành công trong quá trình dịch chuyển đại dương xanh, quá trình đó được gói gọn trong ba thành tố chính.","vˌi2  tˈeɜ,  sˈaw  hˈəːn  mˈo6t̪  tˈə6p  kˈi4  ŋˈiɛn  kˈiɜw  vˌaː2  fˈən  t̪ˈiɜc  mˈəːɜj,  tʃˈuɜŋ  t̪ˈoj  ɗˌaː5  kˈɔɜ  ɗˌyə6c  hˈiɛ4w  bˈiɛɜt̪  sˈə1w  sˈaɜc  hˈəːn  vˈe2  ɲˌy5ŋ  ˈiɛɜw  t̪ˈoɜ  kˈə2n  tˈiɛɜt̪  ɗˌe4  tˈe-2ɲ  kˈoŋ  tʃˈɔŋ  kwˈaːɜ  tʃˈi2ɲ  zˈi6c  tʃwˈiɛ4n  ɗˈaː6j  zˈyəŋ  sˈe-ɲ,  kwˈaːɜ  tʃˈi2ɲ  ɗˈɔɜ  ɗˌyə6c  ɣˈɔɜj  ɣˈɔ6n  tʃˈɔŋ  bˈaː  tˈe-2ɲ  t̪ˈoɜ  tʃˈiɜɲ. ",14.479999542236328,capybara1812_0073,male,vi
sample_0022.wav,"Bởi tuy có thời kỳ nắm giữ quyền lực to lớn đối với số phận của Firenze, song ông ta chỉ cung cấp cho Machiavelli một đề tài để nhạo báng trong tác phẩm Quân Vương.","bˌəː4j  t̪wˈi  kˈɔɜ  tˈəː2j  kˈi2  nˈaɜm  zˈy5  kwˈiɛ2n  lˈy6c  t̪ˈɔ  lˈəːɜn  ɗˈoɜj  vˌəːɜj  sˈoɜ  fˈə6n  kˌuə4  fˈaɪənz,  sˈɔŋ  ˈoŋ  t̪ˈaː  tʃˈi4  kˈuŋ  kˈəɜp  tʃˌɔ  mˌakiəvˈɛlɪ  mˈo6t̪  ɗˈe2  t̪ˈaː2j  ɗˌe4  ɲˈaː6w  bˈaːɜŋ  tʃˈɔŋ  t̪ˈaːɜc  fˈə4m  kwˈən  vˈyəŋ. ",8.609999656677246,capybara1812_0072,male,vi
sample_0023.wav,Cơ đốc nhân chưa đạt đến trình độ trí thức của người Hồi giáo và Do Thái.,kˈəː  ɗˈoɜk  ɲˈən  tʃˌyə  ɗˈaː6t̪  ɗˌeɜn  tʃˈi2ɲ  ɗˈo6  tʃˈiɜ  tˈyɜc  kˌuə4  ŋˈyə2j  hˈo2j  zˈaːɜw  vˌaː2  zˈɔ  tˈaːɜj. ,4.550000190734863,jellyfish1010_0001,male,vi
sample_0024.wav,"Tuy nhiên, kết quả ghi nhận một vài năm qua cho thấy kết luận này vẫn chưa rõ nét.","t̪wˈi  ɲˈiɛn,  kˈeɜt̪  kwˈaː4  ɣˈi  ɲˈə6n  mˈo6t̪  vˈaː2j  nˈam  kwˈaː  tʃˌɔ  tˈəɪɜ  kˈeɜt̪  lwˈə6n  nˈa2j  vˌə5n  tʃˌyə  ɹˈɔ5  nˈɛɜt̪. ",5.389999866485596,capybara1812_1032,female,vi
sample_0025.wav,"Tôi phát hiện ra rằng khi bạn có một lý do đủ mạnh, bạn sẽ có một niềm tin không gì lay chuyển nổi và một quyết tâm sắt đá đi tìm câu trả lời cho câu hỏi làm thế nào.","t̪ˈoj  fˈaːɜt̪  hˈiɛ6n  ɹˈaː  ɹˈa2ŋ  xˌi  bˈaː6n  kˈɔɜ  mˈo6t̪  lˈiɜ  zˈɔ  ɗˈu4  mˈe-6ɲ,  bˈaː6n  sˌɛ5  kˈɔɜ  mˈo6t̪  nˈiɛ2m  t̪ˈin  xˌoŋ  zˈi2  lˈaj  tʃwˈiɛ4n  nˈo4j  vˌaː2  mˈo6t̪  kwˈiɛɜt̪  t̪ˈəm  sˈaɜt̪  ɗˈaːɜ  ɗˈi  t̪ˈi2m  kˈə1w  tʃˈaː4  lˈəː2j  tʃˌɔ  kˈə1w  hˈɔ4j  lˈaː2m  tˈeɜ  nˈaː2w. ",10.399999618530273,capybara1812_1070,female,vi
sample_0026.wav,"Vào ngày con người thoát khỏi các căn bệnh bên ngoài, chúng ta sẽ tạo ra tình huống để họ nhận biết về các căn bệnh bên trong.","vˈaː2w  ŋˈa2j  kˌɔn  ŋˈyə2j  twˈaːɜt̪  xˈɔ4j  kˌaːɜc  kˈan  bˈe6ɲ  bˈen  ŋwˈaː2j,  tʃˈuɜŋ  t̪ˈaː  sˌɛ5  t̪ˈaː6w  ɹˈaː  t̪ˈi2ɲ  hˈuəɜŋ  ɗˌe4  hˈɔ6  ɲˈə6n  bˈiɛɜt̪  vˈe2  kˌaːɜc  kˈan  bˈe6ɲ  bˈen  tʃˈɔŋ. ",8.470000267028809,capybara1812_0028,male,vi
sample_0027.wav,"Ba năm tiếp đó, tôi luôn phải băng bó và ở suốt trong bệnh viện.","bˈaː  nˈam  t̪ˈiɛɜp  ɗˈɔɜ,  t̪ˈoj  lˈuən  fˌaː4j  bˈaŋ  bˈɔɜ  vˌaː2  ˈəː4  sˈuəɜt̪  tʃˈɔŋ  bˈe6ɲ  vˈiɛ6n. ",4.269999980926514,jellyfish1010_0095,male,vi
sample_0028.wav,"Từng sống qua Thế chiến thứ hai, Shannon mắt thấy tai nghe câu chuyện đưa yếu tố nhiễu vào quá trình truyền thanh analog có thể cướp đi mạng người như thế nào.","t̪ˈy2ŋ  sˈoɜŋ  kwˈaː  tˈeɜ  tʃˈiɛɜn  tˈyɜ  hˈaːj,  ʃˈanən  mˈaɜt̪  tˈəɪɜ  t̪ˈaːj  ŋˈɛ  kˈə1w  tʃwˈiɛ6n  ɗˈyə  ˈiɛɜw  t̪ˈoɜ  ɲˈiɛ5w  vˈaː2w  kwˈaːɜ  tʃˈi2ɲ  tʃwˈiɛ2n  tˈe-ɲ  ˈanəlˌɒɡ  kˈɔɜ  tˈe4  kˈyəɜp  ɗˈi  mˈaː6ŋ  ŋˈyə2j  ɲˌy  tˈeɜ  nˈaː2w. ",10.039999961853027,jellyfish1010_0062,male,vi
sample_0029.wav,Sẽ không có cái đẹp nếu không có những khoảng không gian trống.,sˌɛ5  xˌoŋ  kˈɔɜ  kˌaːɜj  ɗˈɛ6p  nˌeɜw  xˌoŋ  kˈɔɜ  ɲˌy5ŋ  xwˌaː4ŋ  xˌoŋ  zˈaːn  tʃˈoɜŋ. ,3.2799999713897705,capybara1812_1080,female,vi
sample_0030.wav,nhưng chúng chắc chắn không bàn luận rốt ráo các vấn đề hoặc các giải pháp.,ɲˌyŋ  tʃˈuɜŋ  tʃˈaɜc  tʃˈaɜn  xˌoŋ  bˈaː2n  lwˈə6n  ɹˈoɜt̪  ɹˈaːɜw  kˌaːɜc  vˈəɜn  ɗˈe2  hwˌa6c  kˌaːɜc  zˈaː4j  fˈaːɜp. ,5.269999980926514,capybara1812_1061,female,vi
sample_0031.wav,Bệnh nhân của Virchow là một đầu bếp khoảng 50-60 tuổi.,bˈe6ɲ  ɲˈən  kˌuə4  vˈɜːtʃaʊ  lˌaː2  mˈo6t̪  ɗˈə2w  bˈeɜp  xwˌaː4ŋ  nˈam  mˈyəj  sˈaɜw  mˈyəj  t̪ˈuə4j. ,3.75,jellyfish1010_0086,male,vi
sample_0032.wav,"Mắt bà, miệng bà có duyên, nhưng trông lơi lắm.","mˈaɜt̪  bˈaː2,  mˈiɛ6ŋ  bˈaː2  kˈɔɜ  zwˈiɛn,  ɲˌyŋ  tʃˈoŋ  lˈəːj  lˈaɜm. ",3.869999885559082,capybara1812_1023,female,vi
sample_0033.wav,Trời đất bên nào được?,tʃˈəː2j  ɗˈəɜt̪  bˈen  nˈaː2w  ɗˌyə6c? ,4.369999885559082,jellyfish1010_0024,male,vi
sample_0034.wav,Những vùng lõi này đều có đặc trưng tương đối ấm áp và có người có thể sinh sống suốt thời đại băng hà.,ɲˌy5ŋ  vˈu2ŋ  lˈɔ5j  nˈa2j  ɗˈe2w  kˈɔɜ  ɗˈa6c  tʃˈyŋ  t̪ˈyəŋ  ɗˈoɜj  ˈəɜm  ˈaːɜp  vˌaː2  kˈɔɜ  ŋˈyə2j  kˈɔɜ  tˈe4  sˈiɲ  sˈoɜŋ  sˈuəɜt̪  tˈəː2j  ɗˈaː6j  bˈaŋ  hˈaː2. ,6.090000152587891,jellyfish1010_0003,male,vi
sample_0035.wav,"Thénardier nói khi ông mở cánh cổng, rồi ông hối hả chạy đi như một con chuột.","θˈeɪnədiə  nˈɔɜj  xˌi  ˈoŋ  mˈəː4  kˈe-ɜɲ  kˈo4ŋ,  ɹˈo2j  ˈoŋ  hˈoɜj  hˈaː4  tʃˈa6j  ɗˈi  ɲˌy  mˈo6t̪  kˌɔn  tʃˈuə6t̪. ",5.03000020980835,capybara1812_1056,female,vi
sample_0036.wav,Họ đĩnh đạc bước đi trong đời một cách đáng khâm phục.,hˈɔ6  ɗˈi5ɲ  ɗˈaː6c  bˈyəɜc  ɗˈi  tʃˈɔŋ  ɗˈəː2j  mˈo6t̪  kˈe-ɜc  ɗˈaːɜŋ  xˈəm  fˈu6c. ,3.700000047683716,jellyfish1010_1018,female,vi
sample_0037.wav,"Thực hiện các nghi lễ tôn giáo tại khu vực đóng quân, nhưng không có quyền quản trị như giáo sĩ, giáo phẩm.","tˈy6c  hˈiɛ6n  kˌaːɜc  ŋˈi  lˈe5  t̪ˈon  zˈaːɜw  t̪ˈaː6j  xˈu  vˈy6c  ɗˈɔɜŋ  kwˈən,  ɲˌyŋ  xˌoŋ  kˈɔɜ  kwˈiɛ2n  kwˈaː4n  tʃˈi6  ɲˌy  zˈaːɜw  sˈi5,  zˈaːɜw  fˈə4m. ",5.010000228881836,capybara1812_0016,male,vi
sample_0038.wav,"Nếu không tìm được giải pháp, thì con số sẽ tăng lên tới 10 triệu người mỗi năm, tức là trung bình 3 giây lại có 1 người chết.","nˌeɜw  xˌoŋ  t̪ˈi2m  ɗˌyə6c  zˈaː4j  fˈaːɜp,  tˌi2  kˌɔn  sˈoɜ  sˌɛ5  t̪ˈaŋ  lˈen  t̪ˌəːɜj  mˈyə2j  tʃˈiɛ6w  ŋˈyə2j  mˌo5j  nˈam,  t̪ˈyɜc  lˌaː2  tʃˈuŋ  bˈi2ɲ  bˈaː  zˈəɪ  lˈaː6j  kˈɔɜ  mˈo6t̪  ŋˈyə2j  tʃˈeɜt̪. ",7.829999923706055,jellyfish1010_0031,male,vi
sample_0039.wav,"Một ngày cuối năm 432 trước công nguyên, công dân thành Athens nhận được một tin tức rất đáng lo.","mˈo6t̪  ŋˈa2j  kˈuəɜj  nˈam  bˈoɜn  tʃˈam  bˈaː  mˈyəj  hˈaːj  tʃˈyəɜc  kˈoŋ  ŋwˈiɛn,  kˈoŋ  zˈən  tˈe-2ɲ  ˈaθɪnz  ɲˈə6n  ɗˌyə6c  mˈo6t̪  t̪ˈin  t̪ˈyɜc  ɹˈəɜt̪  ɗˈaːɜŋ  lˈɔ. ",7.03000020980835,jellyfish1010_0004,male,vi
sample_0040.wav,Chúng ta nghiên cứu lịch sử nhằm nhìn nhận rõ hơn cái tình thế mà trong đó chúng ta đang cần phải hành động.,tʃˈuɜŋ  t̪ˈaː  ŋˈiɛn  kˈiɜw  lˈi6c  sˈy4  ɲˈa2m  ɲˈi2n  ɲˈə6n  ɹˈɔ5  hˈəːn  kˌaːɜj  t̪ˈi2ɲ  tˈeɜ  mˌaː2  tʃˈɔŋ  ɗˈɔɜ  tʃˈuɜŋ  t̪ˈaː  ɗˌaːŋ  kˈə2n  fˌaː4j  hˈe-2ɲ  ɗˈo6ŋ. ,6.150000095367432,capybara1812_1063,female,vi
sample_0041.wav,"Aristote, cha đẻ của logic và tự ghi, cho rằng hầu hết mọi người cảm giác đúng đắn hay là đạo đức không phải là sản phẩm của sự suy xét lý trí, mà chỉ đơn giản là do tập luyện và thói quen.","ˈaɹɪstˌəʊt,  tʃˈaː  ɗˈɛ4  kˌuə4  lˈɔzc  vˌaː2  t̪ˈy6  ɣˈi,  tʃˌɔ  ɹˈa2ŋ  hˈə2w  hˈeɜt̪  mˌɔ6j  ŋˈyə2j  kˈaː4m  zˈaːɜc  ɗˈuɜŋ  ɗˈaɜn  hˈaj  lˌaː2  ɗˈaː6w  ɗˈyɜc  xˌoŋ  fˌaː4j  lˌaː2  sˈaː4n  fˈə4m  kˌuə4  sˈy6  swˈi  sˈɛɜt̪  lˈiɜ  tʃˈiɜ,  mˌaː2  tʃˈi4  ɗˈəːn  zˈaː4n  lˌaː2  zˈɔ  t̪ˈə6p  lwˈiɛ6n  vˌaː2  tˈɔɜj  kwˈɛn. ",13.699999809265137,jellyfish1010_0054,male,vi
sample_0042.wav,Bitcoin ra mắt ngày 9 tháng 1 năm 2009 bởi một bí danh trên mạng là một cá nhân hay thực thể ẩn danh dưới tên gọi Satoshi Nakamoto.,bˈɪtkɔɪn  ɹˈaː  mˈaɜt̪  ŋˈa2j  tʃˈiɜn  tˈaːɜŋ  mˈo6t̪  nˈam  hˈaːj  ŋˈi2n  xˌoŋ  tʃˈam  tʃˈiɜn  bˌəː4j  mˈo6t̪  bˈiɜ  zˈe-ɲ  tʃˈen  mˈaː6ŋ  lˌaː2  mˈo6t̪  kˈaːɜ  ɲˈən  hˈaj  tˈy6c  tˈe4  ˈə4n  zˈe-ɲ  zˈyəɜj  t̪ˈen  ɣˈɔ6j  satˈəʊʃi  nˌakɐmˈəʊtəʊ. ,11.170000076293945,jellyfish1010_1087,female,vi
sample_0043.wav,"Dưới ánh nến, họ thấy một ngăn kéo đã bị mở ra, nhưng không thấy tên trộm đâu cả.","zˈyəɜj  ˈe-ɜɲ  nˈeɜn,  hˈɔ6  tˈəɪɜ  mˈo6t̪  ŋˈan  kˈɛɜw  ɗˌaː5  bˌi6  mˈəː4  ɹˈaː,  ɲˌyŋ  xˌoŋ  tˈəɪɜ  t̪ˈen  tʃˈo6m  ɗˈə1w  kˈaː4. ",5.159999847412109,capybara1812_1054,female,vi
sample_0044.wav,Những con số này báo động về vấn đề sức khỏe mà cộng đồng đang phải đối mặt và nhấn mạnh nhu cầu tìm ra giải pháp mới nhằm giảm tác động của bệnh ung thư.,ɲˌy5ŋ  kˌɔn  sˈoɜ  nˈa2j  bˈaːɜw  ɗˈo6ŋ  vˈe2  vˈəɜn  ɗˈe2  sˈyɜc  xwˈɛ4  mˌaː2  kˈo6ŋ  ɗˈo2ŋ  ɗˌaːŋ  fˌaː4j  ɗˈoɜj  mˈa6t̪  vˌaː2  ɲˈəɜn  mˈe-6ɲ  ɲˈu  kˈə2w  t̪ˈi2m  ɹˈaː  zˈaː4j  fˈaːɜp  mˈəːɜj  ɲˈa2m  zˈaː4m  t̪ˈaːɜc  ɗˈo6ŋ  kˌuə4  bˈe6ɲ  ˈuŋ  tˈy. ,11.130000114440918,capybara1812_1032,female,vi
sample_0045.wav,"Trong những tình huống gay go như vậy, cách bạn hành động chứ không phải là những gì bạn biết sẽ tiết lộ con người bạn là như thế nào.","tʃˈɔŋ  ɲˌy5ŋ  t̪ˈi2ɲ  hˈuəɜŋ  ɣˈaj  ɣˈɔ  ɲˌy  vˈəɪ6,  kˈe-ɜc  bˈaː6n  hˈe-2ɲ  ɗˈo6ŋ  tʃˈyɜ  xˌoŋ  fˌaː4j  lˌaː2  ɲˌy5ŋ  zˈi2  bˈaː6n  bˈiɛɜt̪  sˌɛ5  t̪ˈiɛɜt̪  lˈo6  kˌɔn  ŋˈyə2j  bˈaː6n  lˌaː2  ɲˌy  tˈeɜ  nˈaː2w. ",6.809999942779541,jellyfish1010_0040,male,vi
